"randomization_id","assay","time","assay_taste","level","cup_order","taste_position","cup_taste","conc","cup_id"
"R011","rtdt",3,"nacl",6,3,0,"h2o_2",16.8,93634
"R011","rtdt",3,"nacl",7,1,1,"nacl",24,71381
"R011","rtdt",3,"nacl",7,2,0,"h2o_2",24,68489
"R011","rtdt",3,"nacl",7,3,0,"h2o_1",24,43481
"R011","rtdt",3,"nacl",8,1,1,"nacl",34.2,90998
"R011","rtdt",3,"nacl",8,2,0,"h2o_2",34.2,79446
"R011","rtdt",3,"nacl",8,3,0,"h2o_1",34.2,90424
"R011","rtdt",3,"nacl",9,1,1,"nacl",68.4,34946
"R011","rtdt",3,"nacl",9,2,0,"h2o_2",68.4,26216
"R011","rtdt",3,"nacl",9,3,0,"h2o_1",68.4,72481
"R011","rtdt",3,"nacl",10,1,1,"nacl",137,92149
"R011","rtdt",3,"nacl",10,2,0,"h2o_1",137,21627
"R011","rtdt",3,"nacl",10,3,0,"h2o_2",137,73850
"R011","rtdt",4,"nacl",1,1,0,"h2o_1",2.7,53439
"R011","rtdt",4,"nacl",1,2,1,"nacl",2.7,11159
"R011","rtdt",4,"nacl",1,3,0,"h2o_1",2.7,53439
"R011","rtdt",4,"nacl",2,1,1,"nacl",4.1,95962
"R011","rtdt",4,"nacl",2,2,0,"h2o_2",4.1,32607
"R011","rtdt",4,"nacl",2,3,0,"h2o_1",4.1,29678
"R011","rtdt",4,"nacl",3,1,0,"h2o_1",5.8,30881
"R011","rtdt",4,"nacl",3,2,1,"nacl",5.8,53134
"R011","rtdt",4,"nacl",3,3,0,"h2o_1",5.8,30881
"R011","rtdt",4,"nacl",4,1,0,"h2o_1",8.2,34889
"R011","rtdt",4,"nacl",4,2,1,"nacl",8.2,55574
"R011","rtdt",4,"nacl",4,3,0,"h2o_1",8.2,34889
"R011","rtdt",4,"nacl",5,1,1,"nacl",11.8,70533
"R011","rtdt",4,"nacl",5,2,0,"h2o_1",11.8,88898
"R011","rtdt",4,"nacl",5,3,0,"h2o_2",11.8,72291
"R011","rtdt",4,"nacl",6,1,0,"h2o_2",16.8,76664
"R011","rtdt",4,"nacl",6,2,0,"h2o_1",16.8,15406
"R011","rtdt",4,"nacl",6,3,1,"nacl",16.8,98506
"R011","rtdt",4,"nacl",7,1,0,"h2o_1",24,79467
"R011","rtdt",4,"nacl",7,2,1,"nacl",24,89562
"R011","rtdt",4,"nacl",7,3,0,"h2o_1",24,79467
"R011","rtdt",4,"nacl",8,1,1,"nacl",34.2,55510
"R011","rtdt",4,"nacl",8,2,0,"h2o_2",34.2,24441
"R011","rtdt",4,"nacl",8,3,0,"h2o_1",34.2,32886
"R011","rtdt",4,"nacl",9,1,0,"h2o_2",68.4,88676
"R011","rtdt",4,"nacl",9,2,0,"h2o_1",68.4,49254
"R011","rtdt",4,"nacl",9,3,1,"nacl",68.4,98984
"R011","rtdt",4,"nacl",10,1,0,"h2o_2",137,67271
"R011","rtdt",4,"nacl",10,2,0,"h2o_1",137,94469
"R011","rtdt",4,"nacl",10,3,1,"nacl",137,19544
"R011","rtdt",4,"sucr",1,1,1,"sucr",1,23768
"R011","rtdt",4,"sucr",1,2,0,"h2o_1",1,89437
"R011","rtdt",4,"sucr",1,3,0,"h2o_2",1,69416
"R011","rtdt",4,"sucr",2,1,0,"h2o_2",1.6,25692
"R011","rtdt",4,"sucr",2,2,1,"sucr",1.6,14737
"R011","rtdt",4,"sucr",2,3,0,"h2o_2",1.6,25692
"R011","rtdt",4,"sucr",3,1,0,"h2o_2",2.7,74445
"R011","rtdt",4,"sucr",3,2,1,"sucr",2.7,75177
"R011","rtdt",4,"sucr",3,3,0,"h2o_2",2.7,74445
"R011","rtdt",4,"sucr",4,1,1,"sucr",4.5,53589
"R011","rtdt",4,"sucr",4,2,0,"h2o_2",4.5,40628
"R011","rtdt",4,"sucr",4,3,0,"h2o_1",4.5,49263
"R011","rtdt",4,"sucr",5,1,0,"h2o_2",7.5,31852
"R011","rtdt",4,"sucr",5,2,1,"sucr",7.5,93791
"R011","rtdt",4,"sucr",5,3,0,"h2o_2",7.5,31852
"R011","rtdt",4,"sucr",6,1,1,"sucr",12.6,72764
"R011","rtdt",4,"sucr",6,2,0,"h2o_2",12.6,11488
"R011","rtdt",4,"sucr",6,3,0,"h2o_1",12.6,87415
"R011","rtdt",4,"sucr",7,1,0,"h2o_2",21,58438
"R011","rtdt",4,"sucr",7,2,0,"h2o_1",21,75804
"R011","rtdt",4,"sucr",7,3,1,"sucr",21,58542
"R011","rtdt",4,"sucr",8,1,0,"h2o_1",35,24638
"R011","rtdt",4,"sucr",8,2,1,"sucr",35,30990
"R011","rtdt",4,"sucr",8,3,0,"h2o_1",35,24638
"R011","rtdt",4,"sucr",9,1,0,"h2o_1",70,57292
"R011","rtdt",4,"sucr",9,2,1,"sucr",70,66544
"R011","rtdt",4,"sucr",9,3,0,"h2o_1",70,57292
"R011","rtdt",4,"sucr",10,1,0,"h2o_1",140,91686
"R011","rtdt",4,"sucr",10,2,1,"sucr",140,51980
"R011","rtdt",4,"sucr",10,3,0,"h2o_1",140,91686
"R012","rtdt",1,"nacl",1,1,0,"h2o_1",2.7,98225
"R012","rtdt",1,"nacl",1,2,1,"nacl",2.7,68164
"R012","rtdt",1,"nacl",1,3,0,"h2o_1",2.7,98225
"R012","rtdt",1,"nacl",2,1,0,"h2o_2",4.1,15603
"R012","rtdt",1,"nacl",2,2,0,"h2o_1",4.1,60205
"R012","rtdt",1,"nacl",2,3,1,"nacl",4.1,25952
"R012","rtdt",1,"nacl",3,1,0,"h2o_2",5.8,93850
"R012","rtdt",1,"nacl",3,2,0,"h2o_1",5.8,40292
"R012","rtdt",1,"nacl",3,3,1,"nacl",5.8,54705
"R012","rtdt",1,"nacl",4,1,0,"h2o_1",8.2,76262
"R012","rtdt",1,"nacl",4,2,1,"nacl",8.2,73941
"R012","rtdt",1,"nacl",4,3,0,"h2o_1",8.2,76262
"R012","rtdt",1,"nacl",5,1,0,"h2o_2",11.8,47215
"R012","rtdt",1,"nacl",5,2,1,"nacl",11.8,38962
"R012","rtdt",1,"nacl",5,3,0,"h2o_2",11.8,47215
"R012","rtdt",1,"nacl",6,1,0,"h2o_1",16.8,67484
"R012","rtdt",1,"nacl",6,2,0,"h2o_2",16.8,59607
"R012","rtdt",1,"nacl",6,3,1,"nacl",16.8,70324
"R012","rtdt",1,"nacl",7,1,1,"nacl",24,59394
"R012","rtdt",1,"nacl",7,2,0,"h2o_1",24,60483
"R012","rtdt",1,"nacl",7,3,0,"h2o_2",24,99883
"R012","rtdt",1,"nacl",8,1,1,"nacl",34.2,24164
"R012","rtdt",1,"nacl",8,2,0,"h2o_2",34.2,49497
"R012","rtdt",1,"nacl",8,3,0,"h2o_1",34.2,45844
"R012","rtdt",1,"nacl",9,1,1,"nacl",68.4,46351
"R012","rtdt",1,"nacl",9,2,0,"h2o_1",68.4,76688
"R012","rtdt",1,"nacl",9,3,0,"h2o_2",68.4,34409
"R012","rtdt",1,"nacl",10,1,1,"nacl",137,93354
"R012","rtdt",1,"nacl",10,2,0,"h2o_2",137,94855
"R012","rtdt",1,"nacl",10,3,0,"h2o_1",137,29446
"R012","rtdt",1,"sucr",1,1,0,"h2o_2",1,92450
"R012","rtdt",1,"sucr",1,2,0,"h2o_1",1,98273
"R012","rtdt",1,"sucr",1,3,1,"sucr",1,68164
"R012","rtdt",1,"sucr",2,1,1,"sucr",1.6,25952
"R012","rtdt",1,"sucr",2,2,0,"h2o_2",1.6,87258
"R012","rtdt",1,"sucr",2,3,0,"h2o_1",1.6,55299
"R012","rtdt",1,"sucr",3,1,0,"h2o_1",2.7,10896
"R012","rtdt",1,"sucr",3,2,0,"h2o_2",2.7,90694
"R012","rtdt",1,"sucr",3,3,1,"sucr",2.7,54705
"R012","rtdt",1,"sucr",4,1,0,"h2o_2",4.5,10888
"R012","rtdt",1,"sucr",4,2,0,"h2o_1",4.5,55421
"R012","rtdt",1,"sucr",4,3,1,"sucr",4.5,73941
"R012","rtdt",1,"sucr",5,1,1,"sucr",7.5,38962
"R012","rtdt",1,"sucr",5,2,0,"h2o_1",7.5,80425
"R012","rtdt",1,"sucr",5,3,0,"h2o_2",7.5,30491
"R012","rtdt",1,"sucr",6,1,0,"h2o_1",12.6,23812
"R012","rtdt",1,"sucr",6,2,1,"sucr",12.6,70324
"R012","rtdt",1,"sucr",6,3,0,"h2o_1",12.6,23812
"R012","rtdt",1,"sucr",7,1,1,"sucr",21,59394
"R012","rtdt",1,"sucr",7,2,0,"h2o_1",21,72479
"R012","rtdt",1,"sucr",7,3,0,"h2o_2",21,32235
"R012","rtdt",1,"sucr",8,1,1,"sucr",35,24164
"R012","rtdt",1,"sucr",8,2,0,"h2o_2",35,31211
"R012","rtdt",1,"sucr",8,3,0,"h2o_1",35,45673
"R012","rtdt",1,"sucr",9,1,1,"sucr",70,46351
"R012","rtdt",1,"sucr",9,2,0,"h2o_1",70,17486
"R012","rtdt",1,"sucr",9,3,0,"h2o_2",70,31492
"R012","rtdt",1,"sucr",10,1,0,"h2o_2",140,89290
"R012","rtdt",1,"sucr",10,2,1,"sucr",140,93354
"R012","rtdt",1,"sucr",10,3,0,"h2o_2",140,89290
"R012","rtdt",2,"sucr",1,1,0,"h2o_1",1,50820
"R012","rtdt",2,"sucr",1,2,1,"sucr",1,66735
"R012","rtdt",2,"sucr",1,3,0,"h2o_1",1,50820
"R012","rtdt",2,"sucr",2,1,0,"h2o_1",1.6,96621
"R012","rtdt",2,"sucr",2,2,0,"h2o_2",1.6,53204
"R012","rtdt",2,"sucr",2,3,1,"sucr",1.6,92712
"R012","rtdt",2,"sucr",3,1,0,"h2o_1",2.7,16409
"R012","rtdt",2,"sucr",3,2,1,"sucr",2.7,62990
"R012","rtdt",2,"sucr",3,3,0,"h2o_1",2.7,16409
"R012","rtdt",2,"sucr",4,1,0,"h2o_2",4.5,83630
"R012","rtdt",2,"sucr",4,2,1,"sucr",4.5,89950
"R012","rtdt",2,"sucr",4,3,0,"h2o_2",4.5,83630
"R012","rtdt",2,"sucr",5,1,0,"h2o_1",7.5,69270
"R012","rtdt",2,"sucr",5,2,1,"sucr",7.5,51510
"R012","rtdt",2,"sucr",5,3,0,"h2o_1",7.5,69270
"R012","rtdt",2,"sucr",6,1,0,"h2o_1",12.6,60642
"R012","rtdt",2,"sucr",6,2,1,"sucr",12.6,30558
"R012","rtdt",2,"sucr",6,3,0,"h2o_1",12.6,60642
"R012","rtdt",2,"sucr",7,1,0,"h2o_2",21,16471
"R012","rtdt",2,"sucr",7,2,1,"sucr",21,97364
"R012","rtdt",2,"sucr",7,3,0,"h2o_2",21,16471
"R012","rtdt",2,"sucr",8,1,0,"h2o_1",35,77826
"R012","rtdt",2,"sucr",8,2,0,"h2o_2",35,81804
"R012","rtdt",2,"sucr",8,3,1,"sucr",35,16776
"R012","rtdt",2,"sucr",9,1,1,"sucr",70,68369
"R012","rtdt",2,"sucr",9,2,0,"h2o_1",70,45674
"R012","rtdt",2,"sucr",9,3,0,"h2o_2",70,63200
"R012","rtdt",2,"sucr",10,1,0,"h2o_1",140,50413
"R012","rtdt",2,"sucr",10,2,1,"sucr",140,13179
"R012","rtdt",2,"sucr",10,3,0,"h2o_1",140,50413
"R012","rtdt",2,"nacl",1,1,1,"nacl",2.7,66735
"R012","rtdt",2,"nacl",1,2,0,"h2o_1",2.7,50820
"R012","rtdt",2,"nacl",1,3,0,"h2o_2",2.7,21819
"R012","rtdt",2,"nacl",2,1,0,"h2o_1",4.1,96621
"R012","rtdt",2,"nacl",2,2,0,"h2o_2",4.1,53204
"R012","rtdt",2,"nacl",2,3,1,"nacl",4.1,92712
"R012","rtdt",2,"nacl",3,1,1,"nacl",5.8,62990
"R012","rtdt",2,"nacl",3,2,0,"h2o_1",5.8,16409
"R012","rtdt",2,"nacl",3,3,0,"h2o_2",5.8,13612
"R012","rtdt",2,"nacl",4,1,0,"h2o_2",8.2,83630
"R012","rtdt",2,"nacl",4,2,1,"nacl",8.2,89950
"R012","rtdt",2,"nacl",4,3,0,"h2o_2",8.2,83630
"R012","rtdt",2,"nacl",5,1,0,"h2o_1",11.8,69270
"R012","rtdt",2,"nacl",5,2,0,"h2o_2",11.8,89818
"R012","rtdt",2,"nacl",5,3,1,"nacl",11.8,51510
"R012","rtdt",2,"nacl",6,1,1,"nacl",16.8,30558
"R012","rtdt",2,"nacl",6,2,0,"h2o_1",16.8,60642
"R012","rtdt",2,"nacl",6,3,0,"h2o_2",16.8,29695
"R012","rtdt",2,"nacl",7,1,0,"h2o_1",24,77286
"R012","rtdt",2,"nacl",7,2,0,"h2o_2",24,16471
"R012","rtdt",2,"nacl",7,3,1,"nacl",24,97364
"R012","rtdt",2,"nacl",8,1,0,"h2o_1",34.2,77826
"R012","rtdt",2,"nacl",8,2,1,"nacl",34.2,16776
"R012","rtdt",2,"nacl",8,3,0,"h2o_1",34.2,77826
"R012","rtdt",2,"nacl",9,1,0,"h2o_1",68.4,45674
"R012","rtdt",2,"nacl",9,2,0,"h2o_2",68.4,63200
"R012","rtdt",2,"nacl",9,3,1,"nacl",68.4,68369
"R012","rtdt",2,"nacl",10,1,0,"h2o_1",137,50413
"R012","rtdt",2,"nacl",10,2,1,"nacl",137,13179
"R012","rtdt",2,"nacl",10,3,0,"h2o_1",137,50413
"R012","rtdt",3,"sucr",1,1,0,"h2o_1",1,82858
"R012","rtdt",3,"sucr",1,2,1,"sucr",1,95140
"R012","rtdt",3,"sucr",1,3,0,"h2o_1",1,82858
"R012","rtdt",3,"sucr",2,1,0,"h2o_1",1.6,20801
"R012","rtdt",3,"sucr",2,2,0,"h2o_2",1.6,77464
"R012","rtdt",3,"sucr",2,3,1,"sucr",1.6,60394
"R012","rtdt",3,"sucr",3,1,0,"h2o_1",2.7,94854
"R012","rtdt",3,"sucr",3,2,0,"h2o_2",2.7,72806
"R012","rtdt",3,"sucr",3,3,1,"sucr",2.7,19971
"R012","rtdt",3,"sucr",4,1,1,"sucr",4.5,52566
"R012","rtdt",3,"sucr",4,2,0,"h2o_2",4.5,91275
"R012","rtdt",3,"sucr",4,3,0,"h2o_1",4.5,43201
"R012","rtdt",3,"sucr",5,1,0,"h2o_2",7.5,15452
"R012","rtdt",3,"sucr",5,2,0,"h2o_1",7.5,77225
"R012","rtdt",3,"sucr",5,3,1,"sucr",7.5,27100
"R012","rtdt",3,"sucr",6,1,1,"sucr",12.6,79594
"R012","rtdt",3,"sucr",6,2,0,"h2o_1",12.6,30838
"R012","rtdt",3,"sucr",6,3,0,"h2o_2",12.6,80223
"R012","rtdt",3,"sucr",7,1,0,"h2o_2",21,43630
"R012","rtdt",3,"sucr",7,2,0,"h2o_1",21,54877
"R012","rtdt",3,"sucr",7,3,1,"sucr",21,69502
"R012","rtdt",3,"sucr",8,1,0,"h2o_1",35,80867
"R012","rtdt",3,"sucr",8,2,1,"sucr",35,18980
"R012","rtdt",3,"sucr",8,3,0,"h2o_1",35,80867
"R012","rtdt",3,"sucr",9,1,1,"sucr",70,51792
"R012","rtdt",3,"sucr",9,2,0,"h2o_1",70,58278
"R012","rtdt",3,"sucr",9,3,0,"h2o_2",70,50266
"R012","rtdt",3,"sucr",10,1,0,"h2o_2",140,63208
"R012","rtdt",3,"sucr",10,2,0,"h2o_1",140,86652
"R012","rtdt",3,"sucr",10,3,1,"sucr",140,62127
"R012","rtdt",3,"nacl",1,1,0,"h2o_2",2.7,93880
"R012","rtdt",3,"nacl",1,2,0,"h2o_1",2.7,13443
"R012","rtdt",3,"nacl",1,3,1,"nacl",2.7,89971
"R012","rtdt",3,"nacl",2,1,1,"nacl",4.1,50765
"R012","rtdt",3,"nacl",2,2,0,"h2o_1",4.1,34486
"R012","rtdt",3,"nacl",2,3,0,"h2o_2",4.1,50419
"R012","rtdt",3,"nacl",3,1,0,"h2o_2",5.8,54811
"R012","rtdt",3,"nacl",3,2,0,"h2o_1",5.8,74443
"R012","rtdt",3,"nacl",3,3,1,"nacl",5.8,57920
"R012","rtdt",3,"nacl",4,1,1,"nacl",8.2,77740
"R012","rtdt",3,"nacl",4,2,0,"h2o_2",8.2,64433
"R012","rtdt",3,"nacl",4,3,0,"h2o_1",8.2,26276
"R012","rtdt",3,"nacl",5,1,1,"nacl",11.8,87567
"R012","rtdt",3,"nacl",5,2,0,"h2o_1",11.8,44683
"R012","rtdt",3,"nacl",5,3,0,"h2o_2",11.8,27690
"R012","rtdt",3,"nacl",6,1,0,"h2o_2",16.8,93634
"R012","rtdt",3,"nacl",6,2,1,"nacl",16.8,53742
"R012","rtdt",3,"nacl",6,3,0,"h2o_2",16.8,93634
"R012","rtdt",3,"nacl",7,1,0,"h2o_1",24,43481
"R012","rtdt",3,"nacl",7,2,0,"h2o_2",24,68489
"R012","rtdt",3,"nacl",7,3,1,"nacl",24,71381
"R012","rtdt",3,"nacl",8,1,0,"h2o_2",34.2,79446
"R012","rtdt",3,"nacl",8,2,0,"h2o_1",34.2,90424
"R012","rtdt",3,"nacl",8,3,1,"nacl",34.2,90998
"R012","rtdt",3,"nacl",9,1,0,"h2o_1",68.4,72481
"R012","rtdt",3,"nacl",9,2,0,"h2o_2",68.4,26216
"R012","rtdt",3,"nacl",9,3,1,"nacl",68.4,34946
"R012","rtdt",3,"nacl",10,1,0,"h2o_2",137,73850
"R012","rtdt",3,"nacl",10,2,0,"h2o_1",137,21627
"R012","rtdt",3,"nacl",10,3,1,"nacl",137,92149
"R012","rtdt",4,"sucr",1,1,0,"h2o_2",1,69416
"R012","rtdt",4,"sucr",1,2,0,"h2o_1",1,89437
"R012","rtdt",4,"sucr",1,3,1,"sucr",1,23768
"R012","rtdt",4,"sucr",2,1,0,"h2o_2",1.6,25692
"R012","rtdt",4,"sucr",2,2,1,"sucr",1.6,14737
"R012","rtdt",4,"sucr",2,3,0,"h2o_2",1.6,25692
"R012","rtdt",4,"sucr",3,1,1,"sucr",2.7,75177
"R012","rtdt",4,"sucr",3,2,0,"h2o_2",2.7,74445
"R012","rtdt",4,"sucr",3,3,0,"h2o_1",2.7,38676
"R012","rtdt",4,"sucr",4,1,0,"h2o_2",4.5,40628
"R012","rtdt",4,"sucr",4,2,0,"h2o_1",4.5,49263
"R012","rtdt",4,"sucr",4,3,1,"sucr",4.5,53589
"R012","rtdt",4,"sucr",5,1,0,"h2o_1",7.5,63626
"R012","rtdt",4,"sucr",5,2,1,"sucr",7.5,93791
"R012","rtdt",4,"sucr",5,3,0,"h2o_1",7.5,63626
"R012","rtdt",4,"sucr",6,1,1,"sucr",12.6,72764
"R012","rtdt",4,"sucr",6,2,0,"h2o_1",12.6,87415
"R012","rtdt",4,"sucr",6,3,0,"h2o_2",12.6,11488
"R012","rtdt",4,"sucr",7,1,1,"sucr",21,58542
"R012","rtdt",4,"sucr",7,2,0,"h2o_2",21,58438
"R012","rtdt",4,"sucr",7,3,0,"h2o_1",21,75804
"R012","rtdt",4,"sucr",8,1,0,"h2o_2",35,36873
"R012","rtdt",4,"sucr",8,2,1,"sucr",35,30990
"R012","rtdt",4,"sucr",8,3,0,"h2o_2",35,36873
"R012","rtdt",4,"sucr",9,1,0,"h2o_2",70,20671
"R012","rtdt",4,"sucr",9,2,0,"h2o_1",70,57292
"R012","rtdt",4,"sucr",9,3,1,"sucr",70,66544
"R012","rtdt",4,"sucr",10,1,0,"h2o_1",140,91686
"R012","rtdt",4,"sucr",10,2,1,"sucr",140,51980
"R012","rtdt",4,"sucr",10,3,0,"h2o_1",140,91686
"R012","rtdt",4,"nacl",1,1,0,"h2o_1",2.7,53439
"R012","rtdt",4,"nacl",1,2,0,"h2o_2",2.7,52238
"R012","rtdt",4,"nacl",1,3,1,"nacl",2.7,11159
"R012","rtdt",4,"nacl",2,1,1,"nacl",4.1,95962
"R012","rtdt",4,"nacl",2,2,0,"h2o_1",4.1,29678
"R012","rtdt",4,"nacl",2,3,0,"h2o_2",4.1,32607
"R012","rtdt",4,"nacl",3,1,0,"h2o_2",5.8,62893
"R012","rtdt",4,"nacl",3,2,0,"h2o_1",5.8,30881
"R012","rtdt",4,"nacl",3,3,1,"nacl",5.8,53134
"R012","rtdt",4,"nacl",4,1,1,"nacl",8.2,55574
"R012","rtdt",4,"nacl",4,2,0,"h2o_1",8.2,34889
"R012","rtdt",4,"nacl",4,3,0,"h2o_2",8.2,80290
"R012","rtdt",4,"nacl",5,1,1,"nacl",11.8,70533
"R012","rtdt",4,"nacl",5,2,0,"h2o_2",11.8,72291
"R012","rtdt",4,"nacl",5,3,0,"h2o_1",11.8,88898
"R012","rtdt",4,"nacl",6,1,1,"nacl",16.8,98506
"R012","rtdt",4,"nacl",6,2,0,"h2o_2",16.8,76664
"R012","rtdt",4,"nacl",6,3,0,"h2o_1",16.8,15406
"R012","rtdt",4,"nacl",7,1,0,"h2o_2",24,73831
"R012","rtdt",4,"nacl",7,2,0,"h2o_1",24,79467
"R012","rtdt",4,"nacl",7,3,1,"nacl",24,89562
"R012","rtdt",4,"nacl",8,1,1,"nacl",34.2,55510
"R012","rtdt",4,"nacl",8,2,0,"h2o_2",34.2,24441
"R012","rtdt",4,"nacl",8,3,0,"h2o_1",34.2,32886
"R012","rtdt",4,"nacl",9,1,0,"h2o_2",68.4,88676
"R012","rtdt",4,"nacl",9,2,1,"nacl",68.4,98984
"R012","rtdt",4,"nacl",9,3,0,"h2o_2",68.4,88676
"R012","rtdt",4,"nacl",10,1,0,"h2o_2",137,67271
"R012","rtdt",4,"nacl",10,2,1,"nacl",137,19544
"R012","rtdt",4,"nacl",10,3,0,"h2o_2",137,67271
"R013","rtdt",1,"sucr",1,1,0,"h2o_1",1,98273
"R013","rtdt",1,"sucr",1,2,1,"sucr",1,68164
"R013","rtdt",1,"sucr",1,3,0,"h2o_1",1,98273
"R013","rtdt",1,"sucr",2,1,0,"h2o_1",1.6,55299
"R013","rtdt",1,"sucr",2,2,1,"sucr",1.6,25952
"R013","rtdt",1,"sucr",2,3,0,"h2o_1",1.6,55299
"R013","rtdt",1,"sucr",3,1,0,"h2o_1",2.7,10896
"R013","rtdt",1,"sucr",3,2,1,"sucr",2.7,54705
"R013","rtdt",1,"sucr",3,3,0,"h2o_1",2.7,10896
"R013","rtdt",1,"sucr",4,1,0,"h2o_2",4.5,10888
"R013","rtdt",1,"sucr",4,2,1,"sucr",4.5,73941
"R013","rtdt",1,"sucr",4,3,0,"h2o_2",4.5,10888
"R013","rtdt",1,"sucr",5,1,0,"h2o_1",7.5,80425
"R013","rtdt",1,"sucr",5,2,1,"sucr",7.5,38962
"R013","rtdt",1,"sucr",5,3,0,"h2o_1",7.5,80425
"R013","rtdt",1,"sucr",6,1,0,"h2o_1",12.6,23812
"R013","rtdt",1,"sucr",6,2,0,"h2o_2",12.6,33806
"R013","rtdt",1,"sucr",6,3,1,"sucr",12.6,70324
"R013","rtdt",1,"sucr",7,1,1,"sucr",21,59394
"R013","rtdt",1,"sucr",7,2,0,"h2o_1",21,72479
"R013","rtdt",1,"sucr",7,3,0,"h2o_2",21,32235
"R013","rtdt",1,"sucr",8,1,0,"h2o_2",35,31211
"R013","rtdt",1,"sucr",8,2,0,"h2o_1",35,45673
"R013","rtdt",1,"sucr",8,3,1,"sucr",35,24164
"R013","rtdt",1,"sucr",9,1,1,"sucr",70,46351
"R013","rtdt",1,"sucr",9,2,0,"h2o_2",70,31492
"R013","rtdt",1,"sucr",9,3,0,"h2o_1",70,17486
"R013","rtdt",1,"sucr",10,1,0,"h2o_1",140,98801
"R013","rtdt",1,"sucr",10,2,1,"sucr",140,93354
"R013","rtdt",1,"sucr",10,3,0,"h2o_1",140,98801
"R013","rtdt",1,"nacl",1,1,0,"h2o_1",2.7,98225
"R013","rtdt",1,"nacl",1,2,1,"nacl",2.7,68164
"R013","rtdt",1,"nacl",1,3,0,"h2o_1",2.7,98225
"R013","rtdt",1,"nacl",2,1,1,"nacl",4.1,25952
"R013","rtdt",1,"nacl",2,2,0,"h2o_1",4.1,60205
"R013","rtdt",1,"nacl",2,3,0,"h2o_2",4.1,15603
"R013","rtdt",1,"nacl",3,1,1,"nacl",5.8,54705
"R013","rtdt",1,"nacl",3,2,0,"h2o_1",5.8,40292
"R013","rtdt",1,"nacl",3,3,0,"h2o_2",5.8,93850
"R013","rtdt",1,"nacl",4,1,0,"h2o_2",8.2,47297
"R013","rtdt",1,"nacl",4,2,1,"nacl",8.2,73941
"R013","rtdt",1,"nacl",4,3,0,"h2o_2",8.2,47297
"R013","rtdt",1,"nacl",5,1,0,"h2o_1",11.8,47824
"R013","rtdt",1,"nacl",5,2,1,"nacl",11.8,38962
"R013","rtdt",1,"nacl",5,3,0,"h2o_1",11.8,47824
"R013","rtdt",1,"nacl",6,1,0,"h2o_2",16.8,59607
"R013","rtdt",1,"nacl",6,2,0,"h2o_1",16.8,67484
"R013","rtdt",1,"nacl",6,3,1,"nacl",16.8,70324
"R013","rtdt",1,"nacl",7,1,1,"nacl",24,59394
"R013","rtdt",1,"nacl",7,2,0,"h2o_2",24,99883
"R013","rtdt",1,"nacl",7,3,0,"h2o_1",24,60483
"R013","rtdt",1,"nacl",8,1,0,"h2o_2",34.2,49497
"R013","rtdt",1,"nacl",8,2,1,"nacl",34.2,24164
"R013","rtdt",1,"nacl",8,3,0,"h2o_2",34.2,49497
"R013","rtdt",1,"nacl",9,1,0,"h2o_1",68.4,76688
"R013","rtdt",1,"nacl",9,2,0,"h2o_2",68.4,34409
"R013","rtdt",1,"nacl",9,3,1,"nacl",68.4,46351
"R013","rtdt",1,"nacl",10,1,0,"h2o_1",137,29446
"R013","rtdt",1,"nacl",10,2,1,"nacl",137,93354
"R013","rtdt",1,"nacl",10,3,0,"h2o_1",137,29446
"R013","rtdt",2,"nacl",1,1,0,"h2o_1",2.7,50820
"R013","rtdt",2,"nacl",1,2,0,"h2o_2",2.7,21819
"R013","rtdt",2,"nacl",1,3,1,"nacl",2.7,66735
"R013","rtdt",2,"nacl",2,1,0,"h2o_1",4.1,96621
"R013","rtdt",2,"nacl",2,2,1,"nacl",4.1,92712
"R013","rtdt",2,"nacl",2,3,0,"h2o_1",4.1,96621
"R013","rtdt",2,"nacl",3,1,0,"h2o_2",5.8,13612
"R013","rtdt",2,"nacl",3,2,0,"h2o_1",5.8,16409
"R013","rtdt",2,"nacl",3,3,1,"nacl",5.8,62990
"R013","rtdt",2,"nacl",4,1,0,"h2o_2",8.2,83630
"R013","rtdt",2,"nacl",4,2,0,"h2o_1",8.2,10436
"R013","rtdt",2,"nacl",4,3,1,"nacl",8.2,89950
"R013","rtdt",2,"nacl",5,1,0,"h2o_1",11.8,69270
"R013","rtdt",2,"nacl",5,2,0,"h2o_2",11.8,89818
"R013","rtdt",2,"nacl",5,3,1,"nacl",11.8,51510
"R013","rtdt",2,"nacl",6,1,0,"h2o_2",16.8,29695
"R013","rtdt",2,"nacl",6,2,1,"nacl",16.8,30558
"R013","rtdt",2,"nacl",6,3,0,"h2o_2",16.8,29695
"R013","rtdt",2,"nacl",7,1,0,"h2o_2",24,16471
"R013","rtdt",2,"nacl",7,2,1,"nacl",24,97364
"R013","rtdt",2,"nacl",7,3,0,"h2o_2",24,16471
"R013","rtdt",2,"nacl",8,1,0,"h2o_2",34.2,81804
"R013","rtdt",2,"nacl",8,2,1,"nacl",34.2,16776
"R013","rtdt",2,"nacl",8,3,0,"h2o_2",34.2,81804
"R013","rtdt",2,"nacl",9,1,1,"nacl",68.4,68369
"R013","rtdt",2,"nacl",9,2,0,"h2o_2",68.4,63200
"R013","rtdt",2,"nacl",9,3,0,"h2o_1",68.4,45674
"R013","rtdt",2,"nacl",10,1,0,"h2o_1",137,50413
"R013","rtdt",2,"nacl",10,2,1,"nacl",137,13179
